time,state,smoothing,residuals,variance,ac1,pseudotime_index,pseudotime
106,6.4312534,6.214485448136306,0.21676795186369446,,,106,0.8520228
107,1.1647054,6.210123987860298,-5.045418587860298,,,107,0.8521673
108,8.246317,6.20529111668795,2.0410258833120496,,,108,0.8521821
109,4.371417,6.2001546137579755,-1.8287376137579754,,,109,0.85219455
110,6.0923986,6.194896278566464,-0.10249767856646397,,,110,0.85272515
111,1.1647054,6.189669210998331,-5.024963810998331,,,111,0.8529391
112,7.3378105,6.184580272443508,1.1532302275564916,,,112,0.8542523
113,7.6321087,6.17973167549432,1.4523770245056795,,,113,0.85485613
114,9.636828,6.175198783411498,3.461629216588501,,,114,0.85496694
115,6.5560584,6.170975405425443,0.3850829945745575,,,115,0.85556084
116,6.3229446,6.167002052157536,0.15594254784246342,3.887498192324794,-0.16060461679466007,116,0.85574436
117,8.246317,6.163192761336531,2.0831242386634683,3.922367364529261,-0.15920584693019948,117,0.8558824
118,3.0762014,6.159473335321409,-3.083271935321409,3.997201620257602,-0.17071475912477735,118,0.85612917
119,5.898158,6.1557295823354075,-0.2575715823354079,3.9947849032574925,-0.16754306736200877,119,0.8565745
120,6.0034413,6.151900021151836,-0.14845872115183578,3.990123109334782,-0.1643429832666269,120,0.8569683
121,4.268129,6.147972471823772,-1.8798434718237722,3.7595382618314335,-0.11951294330400931,121,0.8572245
122,6.7946267,6.143962528898705,0.6506641711012948,3.617213654077712,-0.09614814937866127,122,0.8574806
123,9.503903,6.139845285660466,3.364057714339533,3.642449815592255,-0.08784066503962214,123,0.8577524
124,8.958056,6.135590235769596,2.8224657642304027,3.7140395038086407,-0.06369443895835505,124,0.85806686
125,5.0966487,6.131181435658772,-1.0345327356587717,3.6811062232656075,-0.06968636082475224,125,0.8585446
126,8.246317,6.126588486627014,2.1197285133729853,3.722453877689201,-0.07410411534404121,126,0.85865426
127,7.7200947,6.121748984644852,1.5983457153551477,3.7417710516686133,-0.06152685857527117,127,0.8588771
128,5.513976,6.116577328959318,-0.6026013289593175,3.694035373586697,-0.05618616967129798,128,0.8605656
129,2.5596972,6.111050325031643,-3.551353125031643,3.7821678575144513,-0.05007894476956456,129,0.8608448
130,9.636828,6.105261145785837,3.5315668542141623,3.8928424042997607,-0.07730624731049773,130,0.8617287
131,5.2270846,6.0993576777719785,-0.872273077771978,3.8941580747485562,-0.07864520092232863,131,0.86219233
132,6.996156,6.093411055389503,0.9027449446104967,3.8217491298085915,-0.08791550922191434,132,0.8622803
133,5.669127,6.0874627205744964,-0.41833572057449686,3.8147004358536853,-0.08245902094307807,133,0.8627069
134,5.4696484,6.081524238639155,-0.611875838639155,3.7233794195215,-0.07620133890839513,134,0.86295503
135,7.7200947,6.075575574103833,1.6445191258961671,3.7412512576455805,-0.07740850180507176,135,0.8631629
136,4.268129,6.069594376340391,-1.8014653763403912,3.766422682388785,-0.08292347173596035,136,0.86333734
137,8.7597275,6.063555221997864,2.6961722780021367,3.8228063632156606,-0.09593839693802568,137,0.863843
138,2.5596972,6.057481660212221,-3.497784460212221,3.9114807860508214,-0.11346641361058028,138,0.8642041
139,9.503903,6.051337324403447,3.452565675596552,4.014652309829067,-0.1376684199529564,139,0.8659281
140,3.9351199,6.04501873164826,-2.10989883164826,4.047886042438038,-0.15545851666256422,140,0.86603045
141,4.268129,6.0384305954475215,-1.7703015954475214,4.012888455436906,-0.1641739519535552,141,0.86634296
142,2.175871,6.031505517766151,-3.855634517766151,4.0774604287010145,-0.176311883680552,142,0.8666666
143,6.4765124,6.024162143856838,0.4523502561431618,3.9187170740078003,-0.17830746842280065,143,0.86782444
144,3.251599,6.016329617742626,-2.7647306177426256,3.982269194567377,-0.18038323996108246,144,0.8682991
145,4.2149177,6.007973369694544,-1.793055669694544,4.001238615609046,-0.1723965635391982,145,0.86832315
146,7.201726,5.999083594529595,1.2026424054704048,3.9869713867750765,-0.17834747860270492,146,0.86842257
147,3.9351199,5.989635249933753,-2.0545153499337525,4.019380002342793,-0.1821947188297809,147,0.8685153
148,6.4856143,5.979690576303107,0.5059237236968928,4.013886791096797,-0.18285361375782697,148,0.86872697
149,10.754751,5.969345862151971,4.78540513784803,4.213554502005037,-0.17193033529568572,149,0.8692053
150,5.253502,5.9586155546095245,-0.7051135546095244,4.215796033309392,-0.17413217232523273,150,0.8693161
151,3.4376514,5.94748392807473,-2.50983252807473,4.267406413606511,-0.17363612304119228,151,0.86953896
152,9.636828,5.93597903501095,3.7008489649890493,4.264345314033671,-0.18471841070753048,152,0.8700956
153,7.201726,5.92420118055787,1.2775248194421298,4.272562045808173,-0.174315425120181,153,0.8703337
154,6.9887156,5.912273090699137,1.076442509300863,4.268817742647336,-0.1666441540088186,154,0.8705107
155,6.7946267,5.900357817703446,0.8942688822965543,4.243534442020036,-0.16117993697392197,155,0.8710085
156,5.43943,5.888623930938033,-0.4491939309380335,4.237166612699162,-0.16115439520536093,156,0.8711325
157,3.2563658,5.877258302144241,-2.6208925021442404,4.292715169439186,-0.1598070939053285,157,0.87225366
158,9.503903,5.866372471885409,3.63753052811459,4.385925536917065,-0.17515503155230824,158,0.87247026
159,4.490074,5.856034412789162,-1.3659604127891622,4.400440002543383,-0.18198209261484607,159,0.8726773
160,5.4076505,5.846228036769692,-0.43857753676969224,4.4012571724396645,-0.18048741064755086,160,0.87363
161,5.6935267,5.836896620138607,-0.14336992013860783,4.363107062042045,-0.17224980431069323,161,0.8736987
162,4.2181897,5.828020174368366,-1.6098304743683665,4.3351000502139465,-0.17341253219130778,162,0.8739565
163,6.4312534,5.819656924253762,0.6115964757462384,4.338776636672615,-0.1750848464691133,163,0.8741153
164,5.2230897,5.811850617823186,-0.5887609178231861,4.340887808260603,-0.1766019686471418,164,0.874185
165,6.315704,5.804644766635937,0.5110592333640636,4.24841847419902,-0.18103704035803278,165,0.87427187
166,7.7523994,5.798130281027144,1.9542691189728556,4.281582422985749,-0.17767003611000148,166,0.874279
167,6.7946267,5.792320926979481,1.0023057730205194,4.241746303798953,-0.17171680754490787,167,0.87446564
168,3.2563658,5.7871774670102765,-2.5308116670102763,4.293924082977686,-0.17492397722175249,168,0.874489
169,7.6321087,5.782630016276497,1.849478683723503,4.306785681489828,-0.18748678154687373,169,0.8749363
170,8.017524,5.778530212345939,2.238993787654061,4.335592059683101,-0.18064977889372544,170,0.8749587
171,4.371417,5.774693143543604,-1.4032761435436036,4.341294012598652,-0.18082913249358187,171,0.8750327
172,5.6935267,5.7710069876299395,-0.07748028762993986,4.258899204508206,-0.18172841021158137,172,0.875343
173,6.970648,5.767420193371899,1.2032278066281004,4.2719384816307295,-0.1817742380162887,173,0.8754712
174,6.4856143,5.763875742455145,0.7217385575448549,4.271429163380552,-0.1770538560165118,174,0.8755987
175,7.7200947,5.760373790581419,1.9597209094185803,4.264356587928492,-0.1837438946309766,175,0.8757018
176,7.361065,5.756945016329313,1.604119983670687,4.250257076564351,-0.17636696947693822,176,0.8763022
177,3.251599,5.753610217331029,-2.5020112173310287,4.305266609753609,-0.18306014760958106,177,0.8768531
178,4.2149177,5.750287708122969,-1.5353700081229693,4.323124338848137,-0.17331689659695093,178,0.8772231
179,5.43943,5.746893783858787,-0.30746378385878703,4.322865007393269,-0.1719045384443212,179,0.8772338
180,5.630577,5.743346193370394,-0.11276919337039448,4.32293410350193,-0.17247075297335648,180,0.8779112
181,6.3229446,5.73954504565736,0.5833995543426393,4.276227617781376,-0.16454880369720185,181,0.8780187
182,6.4312534,5.735374434023675,0.6958789659763251,4.245812690580679,-0.15324665145667718,182,0.8781964
183,8.2211895,5.730748227885951,2.4904412721140483,4.214714266346673,-0.1500567300361708,183,0.8787472
184,4.371417,5.725625883310427,-1.3542088833104273,4.231833189773197,-0.15600126898676442,184,0.87916887
185,2.5691228,5.720012959091349,-3.150890159091349,4.314376038988157,-0.14703823885530215,185,0.8796859
186,2.9604006,5.714009289626737,-2.753608689626737,4.368064626735131,-0.12391285123535227,186,0.8801077
187,8.010901,5.707720227708828,2.3031807722911726,4.391300779620428,-0.12730145892196387,187,0.88018423
188,4.371417,5.701323955353478,-1.3299069553534775,4.340193910358824,-0.13227045174745217,188,0.8802126
189,8.2211895,5.6949915462668805,2.526197953733119,4.3951245613908805,-0.13749127467677225,189,0.88046074
190,5.3861113,5.688828457895139,-0.3027171578951391,4.3795035531814,-0.1379092776130679,190,0.8805983
191,3.0762014,5.682935687675788,-2.606734287675788,4.436983306952202,-0.13590705236980025,191,0.8807963
192,3.8536768,5.677447824362228,-1.823771024362228,4.45746038933266,-0.12465651333543447,192,0.8809821
193,8.821711,5.672412910465219,3.1492980895347813,4.541294201678022,-0.13728611339786648,193,0.8810101
194,6.172725,5.667800595624151,0.5049244043758492,4.502055599101064,-0.1295653999921742,194,0.88142407
195,3.0762014,5.663609805734382,-2.5874084057343825,4.551203846933814,-0.13403385933530748,195,0.8819056
196,4.5755363,5.65981548414216,-1.0842791841421606,4.544629936341109,-0.12074973527651676,196,0.88220793
197,3.251599,5.656432605720251,-2.4048336057202513,4.491328908095365,-0.13682686710127998,197,0.8823604
198,5.3861113,5.653502660739677,-0.2673913607396772,4.418816664823101,-0.13910243306183367,198,0.8823747
199,7.392673,5.651026582976082,1.7416464170239179,4.446761425447228,-0.13794009449562974,199,0.88279045
200,10.196719,5.648951983041724,4.547767016958276,4.588186395545117,-0.1180826705191138,200,0.8828594
201,7.542778,5.647273428033402,1.8955045719665984,4.620139512266444,-0.0981869423165222,201,0.8829086
202,6.7716274,5.645996576701523,1.1256308232984766,4.5992659252349055,-0.10836006031936958,202,0.8829401
203,1.1647054,5.645170429479496,-4.480465029479496,4.659908663803323,-0.12160098453582621,203,0.8831111
204,5.735042,5.644863401606267,0.09017859839373266,4.65637076841069,-0.12219528133602633,204,0.88324416
205,5.43943,5.645165791314108,-0.20573579131410824,4.63781749944399,-0.11929751184573434,205,0.8834841
206,3.5188212,5.646174940098624,-2.127353740098624,4.6635865963817364,-0.11611902965971398,206,0.88361895
207,5.8143516,5.648031377385821,0.16632022261417934,4.656294486218291,-0.11781443978722538,207,0.8836748
208,8.7597275,5.650823303255291,3.1089041967447093,4.734419049265,-0.11275421971899582,208,0.8837982
209,3.2563658,5.654606087893592,-2.398240287893592,4.717819237154895,-0.11728774993031583,209,0.88385594
210,5.2230897,5.659364586852483,-0.43627488685248306,4.694737335088998,-0.11676017061964555,210,0.8843251
211,7.201726,5.665016551707631,1.5367094482923687,4.712847990458762,-0.11985251168524523,211,0.8845
212,3.9351199,5.671429670107807,-1.7363097701078072,4.70976001604152,-0.11682255458175593,212,0.8845253
213,5.2270846,5.678428456163125,-0.4513438561631249,4.658336604761472,-0.13624202625468923,213,0.88472414
214,6.172725,5.685814044395206,0.48691095560479347,4.521603660696534,-0.12526453969794604,214,0.8853774
215,4.490074,5.693429485036852,-1.2033554850368517,4.505179847572831,-0.12066389270880848,215,0.88543344
216,4.268129,5.701158529975789,-1.433029529975789,4.491792872460095,-0.11823912615535825,216,0.88544905
217,8.618215,5.708853618241934,2.9093613817580657,4.567651082424456,-0.12515047210258473,217,0.8860021
218,6.172725,5.716406623705784,0.4563183762942158,4.457364071315727,-0.12105794413694246,218,0.88602245
219,5.513976,5.723761888288492,-0.20978588828849176,4.4570685709816384,-0.12332463229028565,219,0.8861965
220,8.335305,5.730833018814094,2.604471981185906,4.460109769245384,-0.13011357049202357,220,0.8863148
221,5.2270846,5.737508857306349,-0.5104242573063482,4.450922567450731,-0.12542347676461746,221,0.8865238
222,8.335305,5.743687086116208,2.591617913883792,4.394537812403059,-0.1272499635674846,222,0.8865457
223,3.2563658,5.749314394367228,-2.4929485943672276,4.44819304576645,-0.13983292997419738,223,0.88662195
224,4.371417,5.754386382052284,-1.3829693820522841,4.2443186379025315,-0.11470581406914977,224,0.88664806
225,5.875475,5.758945453680807,0.11652954631919243,4.209249388320651,-0.10797308351955658,225,0.8867306
226,3.6061552,5.763030447465043,-2.1568752474650434,4.22059304428995,-0.10872212713966847,226,0.88696635
227,4.1077423,5.766676505802868,-1.6589342058028684,4.244339564508175,-0.10441792316482361,227,0.8870819
228,6.8324866,5.769924012664468,1.062562587335532,4.033925986895299,-0.09859419508747291,228,0.88719654
229,5.2230897,5.772784202904154,-0.5496945029041536,4.02630752014402,-0.10346189668242813,229,0.88732356
230,7.7200947,5.775261410303152,1.9448332896968479,4.040414591988814,-0.1176220842874377,230,0.8873398
231,9.636828,5.777375613454107,3.8594523865458923,4.065241631826232,-0.10355809943083916,231,0.8874482
232,5.002431,5.77921382940338,-0.7767828294033805,4.069919274876839,-0.10857065858241177,232,0.887483
233,6.4856143,5.7808723342315895,0.7047419657684104,4.073659679301844,-0.1106320872722539,233,0.8879409
234,6.5560584,5.782423786996198,0.7736346130038028,4.042128218208262,-0.09726137419050952,234,0.8881733
235,2.5691228,5.783885336379522,-3.214762536379522,4.049325390474188,-0.10429363211525272,235,0.88818854
236,7.7523994,5.785266341583075,1.967133058416925,4.080786071164343,-0.11616212430976067,236,0.88826483
237,8.932532,5.7865554914694535,3.1459765085305467,4.162613004020757,-0.10329488619769547,237,0.8882707
238,3.1591182,5.787764456489941,-2.628646256489941,4.192607499186481,-0.11686690903135039,238,0.8891019
239,2.175871,5.788941505312829,-3.6130705053128294,4.304995143471551,-0.09948203208026596,239,0.88947743
240,8.246317,5.790088487485363,2.4562285125146364,4.259844307285848,-0.13715298941477588,240,0.8895967
241,5.43943,5.791232764981116,-0.35180276498111596,4.192677873922835,-0.13332565810463282,241,0.88987553
242,8.010901,5.7924928179868616,2.218408182013139,4.225405270759747,-0.130493042915713,242,0.88990915
243,5.4696484,5.794017009993766,-0.3243686099937664,4.188077344234063,-0.1392304970538141,243,0.8899743
244,4.755782,5.795860452645029,-1.0400784526450293,4.1749311860592115,-0.13685425665533849,244,0.89003193
245,5.2270846,5.798043211851151,-0.5709586118511503,4.174622514682296,-0.14167163028526236,245,0.89053315
246,8.932532,5.80055333884016,3.13197866115984,4.149572968541851,-0.12109750445292947,246,0.8905775
247,4.5755363,5.803340065367967,-1.2278037653679679,4.056358308108178,-0.1229627732332198,247,0.8907382
248,7.7200947,5.806385917343431,1.9137087826565686,4.081010821805595,-0.1258156020720425,248,0.89095736
249,5.2230897,5.809737126616079,-0.5866474266160786,4.077286863079206,-0.12701220717075376,249,0.8910241
250,6.74141,5.813482332870261,0.9279276671297394,4.082912792931562,-0.12865267437919997,250,0.89108026
251,8.010901,5.8177345383622665,2.193166461637734,4.119692033553302,-0.122003381241609,251,0.8914245
252,10.754751,5.82258618817766,4.93216481182234,4.302901515597772,-0.09124982108361118,252,0.89155126
253,3.6061552,5.8281254731034995,-2.2219702731034996,4.317982900549689,-0.10216395019980629,253,0.8915575
254,6.7716274,5.834391665911338,0.9372357340886621,4.2646820017623375,-0.08849225443358003,254,0.8918178
255,3.8536768,5.8413544736606156,-1.9876776736606154,4.191759392370368,-0.06874284720426949,255,0.89206564
256,5.2270846,5.848984673529846,-0.6219000735298454,4.095642756028118,-0.051253253887519404,256,0.892231
257,3.4376514,5.857300688483929,-2.419649288483929,4.107889386790626,-0.056141817024301904,257,0.8924258
258,5.513976,5.866241926055058,-0.3522659260550576,4.081132593776382,-0.06998388928249934,258,0.8927017
259,3.251599,5.875684373359347,-2.6240853733593466,4.011395142364002,-0.0648771066698568,259,0.8928633
260,5.422401,5.885508987239168,-0.4631079872391686,4.0122027334465304,-0.059499381618463715,260,0.89287317
261,6.5560584,5.895609282725653,0.6604491172743474,3.94673141897483,-0.07243916210000162,261,0.8934351
262,5.253502,5.905856031425624,-0.6523540314256238,3.921188954834283,-0.06906227377009623,262,0.89347404
263,5.898158,5.916136006323314,-0.017978006323314588,3.910315983085815,-0.06399444424844616,263,0.89391965
264,6.8324866,5.9263220237215055,0.9061645762784947,3.8767635826606295,-0.06248664727371235,264,0.8940246
265,5.4696484,5.936242236782904,-0.4665938367829048,3.877970020714012,-0.0695012871771006,265,0.89438266
266,5.3861113,5.945720849496076,-0.5596095494960762,3.6892098998143634,-0.062214444516875654,266,0.8944024
267,5.253502,5.954588537266174,-0.7010865372661739,3.6891581808969267,-0.06613882139143558,267,0.894969
268,6.8618636,5.962685752570657,0.8991778474293435,3.6385105155517667,-0.046613313966519895,268,0.89519674
269,5.735042,5.969952871704458,-0.23491087170445812,3.5245878106582413,-0.05909721581835631,269,0.8952425
270,5.0966487,5.976377249104694,-0.8797285491046933,3.518234733326111,-0.06187035194628271,270,0.8953276
271,6.172725,5.982051715551326,0.19067328444867382,3.5087894825255717,-0.06466778262923557,271,0.8954366
272,6.9887156,5.987086519738904,1.0016290802610959,3.5105224072495287,-0.06321548117777831,272,0.8957256
273,6.74141,5.991532739549013,0.7498772604509867,3.513272011540229,-0.06491600102962183,273,0.8957277
274,4.1077423,5.995412832999356,-1.8876705329993557,3.4844503155407116,-0.04546669945732561,274,0.8960524
275,5.513976,5.9987475323501585,-0.484771532350158,3.3732004774404847,-0.031059095269286803,275,0.8962002
276,4.371417,6.001561927135658,-1.6301449271356576,3.3799892114024574,-0.030532617425896143,276,0.89622074
277,6.4765124,6.003898177324003,0.47261422267599684,3.380333004498106,-0.03256167844073648,277,0.8962706
278,6.315704,6.005761768764264,0.30994223123573583,3.3809763953398164,-0.032875999162583255,278,0.89627445
279,7.201726,6.007195528040753,1.194530471959247,3.3702164584301304,-0.029573705864053175,279,0.89642084
280,5.875475,6.008245697433589,-0.13277069743358894,3.367447904224485,-0.029089970208568152,280,0.8969446
281,4.693805,6.00891973601075,-1.3151147360107496,3.379587329033308,-0.02773967799381503,281,0.89702976
282,5.002431,6.009268938599806,-1.0068379385998067,3.3862792824002996,-0.02682922728553326,282,0.89703405
283,3.9351199,6.00940751276473,-2.0742876127647296,3.3893438821756927,-0.026726623288959205,283,0.8971269
284,10.196719,6.009450671694789,4.187268328305211,3.5329022087988204,-0.04132106642277274,284,0.89729214
285,2.175871,6.009541071756916,-3.8336700717569165,3.604127936889578,-0.06803366259214491,285,0.8973021
286,8.821711,6.009803020372055,2.8119079796279456,3.64301667844756,-0.10314623876606209,286,0.8974638
287,8.932532,6.010303747410775,2.9222282525892247,3.6734851961768147,-0.0746533621091453,287,0.89751154
288,7.361065,6.011046710635616,1.3500182893643844,3.6718026765749787,-0.06500872671691284,288,0.8978033
289,2.5596972,6.012049182708376,-3.4523519827083757,3.7748569616404763,-0.07452319393842845,289,0.89781845
290,7.1233253,6.013279696405078,1.110045603594922,3.7729848038098015,-0.08450686611877055,290,0.89784515
291,9.503903,6.014726104562839,3.4891768954371605,3.873313597918625,-0.07800223158217041,291,0.89800537
292,5.898158,6.016358703517575,-0.11820070351757561,3.840530888516155,-0.08549924604805341,292,0.89819336
293,8.958056,6.0180936069222675,2.9399623930777317,3.8928014794596155,-0.07712757956738729,293,0.89826465
294,7.7523994,6.019823458815218,1.7325759411847814,3.862789636157141,-0.07466916897333792,294,0.8983704
295,6.7716274,6.021429746041736,0.7501976539582635,3.8451830184845304,-0.07331765289568754,295,0.89871895
296,6.4312534,6.022780378221836,0.408473021778164,3.844978942789042,-0.07291176732039416,296,0.8989756
297,7.392673,6.023792875722425,1.3688801242775757,3.859070621350118,-0.07160028303971905,297,0.8991484
298,8.685513,6.024379580673545,2.661133419326455,3.913902258216519,-0.06428664564177781,298,0.8993543
299,5.6935267,6.0244148279551935,-0.33088812795519384,3.9123733608451374,-0.06985732924822824,299,0.899576
300,5.422401,6.023762700900093,-0.6013617009000933,3.866209041948107,-0.062104479167359304,300,0.89976245
301,7.0443325,6.022321561441019,1.0220109385589815,3.8563120334812924,-0.07482013159164504,301,0.8999001
302,7.392673,6.020031720413969,1.3726412795860314,3.7787816000491574,-0.09519691173833399,302,0.90000564
303,3.9351199,6.016905340302687,-2.0817854403026868,3.7493041054983918,-0.08773375422107614,303,0.9003967
304,3.6061552,6.0129836790686175,-2.4068284790686176,3.762437515942529,-0.06720282828345721,304,0.9005391
305,4.2149177,6.008337608487707,-1.7934199084877074,3.7756193285589386,-0.0480710648403036,305,0.9006745
306,7.7523994,6.0030651184421275,1.7493342815578723,3.748090597213758,-0.05319544621994938,306,0.9010443
307,4.371417,5.997269820687586,-1.6258528206875855,3.7717657011074706,-0.06227729695492765,307,0.90115416
308,6.4856143,5.991022120606046,0.49459217939395383,3.710958871019935,-0.07651939484819864,308,0.9012499
